序号      通道号         到达时间         幅度         持续时间(uS)   上升时间(uS)   振铃计数   上升计数   能量(mV*mS)     RMS(mV)      ASL(dB)         撞击数   撞击速率   质心频率 峰值频率   
184	     4	    411.3672840	   32.65	     1598.00	       30.67	    67	     4	        8.31	        6.95	   34.32	     4	      0.12	208653	153076	
185	     2	    412.8229820	   71.41	    29241.00	        2.67	   498	     1	      101.85	        5.44	   30.86	    34	      0.21	170215	 77636	
186	     4	    413.3583323	   39.37	     4530.67	       93.33	    89	    10	       16.81	        5.23	   31.41	     5	      0.12	193002	 55664	
187	     4	    413.9698630	   35.40	     2756.67	       72.00	   111	    12	       13.65	        6.52	   33.90	     6	      0.12	204305	 55664	
188	     4	    414.2313170	   49.13	     2569.00	      129.33	   164	    14	       19.43	       10.41	   37.57	     7	      0.12	189743	 55664	
189	     4	    414.3790596	   36.93	     4661.33	      262.33	   112	    27	       16.99	        5.18	   31.25	     8	      0.12	227770	154541	
190	     4	    414.4386963	   36.93	     3048.67	      282.00	   147	    34	       16.38	        7.46	   34.61	     9	      0.12	203530	 55664	
191	     4	    414.7233513	   42.42	     5412.33	      230.00	   193	    31	       24.73	        6.49	   33.21	    10	      0.12	203924	154541	
192	     4	    414.9193006	   88.20	     6029.67	      392.67	   350	    52	       56.28	       14.70	   39.40	    11	      0.12	167528	 55664	
193	     4	    414.9500273	   37.54	     5672.67	       73.33	   160	    14	       23.46	        5.81	   32.34	    12	      0.12	221194	 55664	
194	     4	    414.9916286	   53.41	    13792.00	      250.67	   567	    29	       74.42	        7.57	   34.65	    13	      0.12	187702	 55664	
195	     3	    415.5220893	   49.13	     3261.00	      274.00	   192	    42	       21.06	        9.24	   36.21	     1	      0.01	193322	175781	
196	     3	    415.7437206	   33.26	     3642.00	      360.00	    77	    28	       21.21	        8.34	   35.31	     2	      0.01	161511	  5859	
197	     3	    415.7984893	   95.83	     6833.33	      464.67	   254	    23	       47.19	       11.28	   36.79	     3	      0.01	181441	  6591	
198	     3	    415.8278633	   42.72	     2899.67	       71.67	   145	    13	       17.24	        8.02	   35.49	     4	      0.01	177879	178710	
199	     4	    415.8507480	   56.46	     2037.00	      115.67	   192	    19	       17.50	       12.15	   38.68	    14	      0.12	211663	213867	
200	     4	    415.9364336	   41.50	     2331.33	      104.33	   123	    13	       14.48	        8.34	   35.87	    15	      0.12	195126	 57128	
201	     4	    415.9540396	  215.76	     5841.67	      125.00	   478	    21	       87.41	       25.82	   43.50	    16	      0.12	185254	154541	
202	     3	    415.9540816	   41.20	     1897.67	       92.00	   119	    16	       11.38	        8.01	   35.56	     5	      0.01	217078	176513	
203	     4	    415.9661706	   34.48	     3447.00	      263.67	   139	    24	       21.38	        8.24	   35.85	    17	      0.12	169975	 11718	
204	     4	    415.9886376	   30.52	     2390.33	      461.67	   166	    41	       16.60	        9.23	   36.83	    18	      0.12	208456	152343	
205	     4	    416.0116626	   58.90	     4137.67	      291.33	   209	    41	       33.57	       11.70	   38.19	    19	      0.12	166353	 75439	
206	     4	    416.0347533	   34.48	     2034.00	       86.67	   138	    16	       11.46	        7.40	   35.02	    20	      0.12	227929	155273	
207	     4	    416.0494509	   34.79	     2763.67	      233.67	   150	    29	       15.43	        7.30	   34.94	    21	      0.12	215646	155273	
